Date,Country,Status,AQI Value
7/27/2023,Hong Kong,Moderate,62
7/27/2023,Iceland,Good,10
7/27/2023,India,Unhealthy,160
7/27/2023,Indonesia,Unhealthy for Sensitive Groups,120
7/27/2023,Iran,Unhealthy,189
7/27/2023,Ireland,Good,15
7/27/2023,Israel,Moderate,77
7/27/2023,Italy,Moderate,61
7/27/2023,Ivory Coast,Moderate,61
7/27/2023,Japan,Unhealthy for Sensitive Groups,130
7/27/2023,Jersey,Moderate,52
7/27/2023,Jordan,Good,42
7/27/2023,Kazakhstan,Moderate,69
7/27/2023,Kenya,Moderate,94
7/27/2023,Kosovo,Good,24
7/27/2023,Kuwait,Unhealthy for Sensitive Groups,111
7/27/2023,Kyrgyzstan,Good,49
7/27/2023,Laos,Good,41
7/27/2023,Latvia,Good,9
7/27/2023,Lebanon,Unhealthy for Sensitive Groups,104
7/27/2023,Liberia,Good,10
7/27/2023,Liechtenstein,Good,17
7/27/2023,Lithuania,Good,24
7/27/2023,Luxembourg,Good,25
7/27/2023,Macao,Moderate,73
7/27/2023,Macedonia,Good,37
7/27/2023,Madagascar,Moderate,81
7/27/2023,Malaysia,Moderate,78
7/27/2023,Malta,Moderate,51
7/27/2023,Martinique,Good,39
7/27/2023,Mexico,Moderate,81
7/27/2023,Moldova,Good,23
7/27/2023,Monaco,Good,40
7/27/2023,Mongolia,Good,48
7/27/2023,Montenegro,Good,17
7/27/2023,Myanmar,Good,27
7/27/2023,Nepal,Good,49
7/27/2023,Netherlands,Good,22
7/27/2023,New Zealand,Good,38
7/27/2023,Nigeria,Moderate,87
7/27/2023,Norway,Good,22
7/27/2023,Pakistan,Moderate,56
7/27/2023,Palestinian Territory,Moderate,77
7/27/2023,Peru,Moderate,55
7/27/2023,Philippines,Good,39
7/27/2023,Poland,Moderate,57
7/27/2023,Portugal,Good,19
7/27/2023,Puerto Rico,Good,19
7/27/2023,Qatar,Moderate,76
7/27/2023,Reunion,Good,14
7/27/2023,Romania,Moderate,51
7/27/2023,Russia,Moderate,71
7/27/2023,San Marino,Good,41
7/27/2023,Saudi Arabia,Moderate,53
7/27/2023,Senegal,Moderate,61
7/27/2023,Serbia,Good,38
7/27/2023,Singapore,Moderate,57
7/27/2023,Slovakia,Good,25
7/27/2023,Slovenia,Good,21
7/27/2023,South Africa,Unhealthy,164
7/27/2023,South Korea,Unhealthy for Sensitive Groups,102
7/27/2023,Spain,Moderate,70
7/27/2023,Sri Lanka,Good,34
7/27/2023,Sweden,Good,19
7/27/2023,Switzerland,Good,20
7/27/2023,Taiwan,Moderate,71
7/27/2023,Tajikistan,Moderate,98
7/27/2023,Thailand,Moderate,72
7/27/2023,Togo,Moderate,94
7/27/2023,Trinidad and Tobago,Good,39
7/27/2023,Turkey,Unhealthy for Sensitive Groups,115
7/27/2023,Uganda,Unhealthy for Sensitive Groups,141
7/27/2023,Ukraine,Moderate,62
7/27/2023,United Arab Emirates,Moderate,97
7/27/2023,United Kingdom of Great Britain and Northern Ireland,Good,37
7/27/2023,United States of America,Moderate,94
7/27/2023,Uzbekistan,Moderate,64
7/27/2023,Vatican,Moderate,65
7/27/2023,Venezuela,Good,6
7/27/2023,Vietnam,Unhealthy for Sensitive Groups,103
7/27/2023,Zambia,Moderate,100
8/3/2023,Albania,Good,19
8/3/2023,Algeria,Moderate,76
8/3/2023,Andorra,Good,38
8/3/2023,Angola,Unhealthy for Sensitive Groups,109
8/3/2023,Argentina,Good,2
8/3/2023,Armenia,Good,30
8/3/2023,Australia,Good,48
8/3/2023,Austria,Good,42
8/3/2023,Azerbaijan,Good,46
8/3/2023,Bahrain,Unhealthy for Sensitive Groups,129
8/3/2023,Bangladesh,Moderate,97
8/3/2023,Belarus,Good,13
8/3/2023,Belgium,Very Unhealthy,262
8/3/2023,Belize,Good,29
8/3/2023,Bermuda,Good,2
8/3/2023,Bolivia,Moderate,58
8/3/2023,Bosnia and Herzegovina,Moderate,63
8/3/2023,Brazil,Unhealthy,156
8/3/2023,Brunei,Good,12
8/3/2023,Bulgaria,Moderate,90
8/3/2023,Burkina Faso,Moderate,64
8/3/2023,Cambodia,Good,4
8/3/2023,Canada,Unhealthy for Sensitive Groups,102
8/3/2023,Cape Verde,Good,23
8/3/2023,Cayman Islands,Good,14
8/3/2023,Chile,Very Unhealthy,209
8/3/2023,China,Unhealthy for Sensitive Groups,146
8/3/2023,Colombia,Moderate,70
8/3/2023,Costa Rica,Good,4
8/3/2023,Croatia,Good,39
8/3/2023,Cyprus,Moderate,52
8/3/2023,Czech Republic,Good,38
8/3/2023,Denmark,Good,11
8/3/2023,Dominican Republic,Good,15
8/3/2023,Ecuador,Good,41
8/3/2023,El Salvador,Good,18
8/3/2023,Estonia,Good,20
8/3/2023,Ethiopia,Unhealthy for Sensitive Groups,139
8/3/2023,Finland,Good,29
8/3/2023,France,Moderate,62
8/3/2023,French Guiana,Good,19
8/3/2023,Gabon,Unhealthy,152
8/3/2023,Georgia,Good,18
8/3/2023,Germany,Hazardous,500
8/3/2023,Ghana,Good,16
8/3/2023,Gibraltar,Good,35
8/3/2023,Greece,Moderate,86
8/3/2023,Grenada,Good,11
8/3/2023,Guadeloupe,Good,15
8/3/2023,Guatemala,Good,36
8/3/2023,Honduras,Good,7
8/3/2023,Hong Kong,Moderate,55
8/3/2023,Hungary,Good,48
8/3/2023,Iceland,Good,12
8/3/2023,India,Unhealthy,156
8/3/2023,Indonesia,Unhealthy for Sensitive Groups,129
8/3/2023,Iran,Unhealthy for Sensitive Groups,136
8/3/2023,Iraq,Good,34
8/3/2023,Ireland,Good,22
8/3/2023,Israel,Moderate,78
8/3/2023,Italy,Moderate,71
8/3/2023,Ivory Coast,Good,14
8/3/2023,Japan,Unhealthy for Sensitive Groups,101
8/3/2023,Jersey,Good,29
8/3/2023,Jordan,Good,35
8/3/2023,Kazakhstan,Very Unhealthy,204
8/3/2023,Kenya,Moderate,72
8/3/2023,Kosovo,Good,42
8/3/2023,Kuwait,Moderate,57
8/3/2023,Kyrgyzstan,Unhealthy,170
8/3/2023,Laos,Good,40
8/3/2023,Latvia,Good,17
8/3/2023,Lebanon,Good,31
8/3/2023,Liechtenstein,Good,8
8/3/2023,Lithuania,Good,42
8/3/2023,Luxembourg,Good,16
8/3/2023,Macao,Good,46
8/3/2023,Macedonia,Moderate,54
8/3/2023,Madagascar,Good,28
8/3/2023,Malaysia,Moderate,74
8/3/2023,Malta,Good,33
8/3/2023,Martinique,Good,18
8/3/2023,Mexico,Very Unhealthy,202
8/3/2023,Moldova,Good,11
8/3/2023,Monaco,Good,24
8/3/2023,Mongolia,Good,39
8/3/2023,Montenegro,Good,31
8/3/2023,Myanmar,Good,41
8/3/2023,Nepal,Good,50
8/3/2023,Netherlands,Hazardous,419
8/3/2023,New Zealand,Good,39
8/3/2023,Nigeria,Good,41
8/3/2023,Norway,Good,30
8/3/2023,Pakistan,Moderate,86
8/3/2023,Palestinian Territory,Good,25
8/3/2023,Peru,Moderate,94
8/3/2023,Philippines,Good,50
8/3/2023,Poland,Moderate,71
8/3/2023,Portugal,Good,28
8/3/2023,Puerto Rico,Good,6
8/3/2023,Qatar,Good,46
8/3/2023,Reunion,Good,11
8/3/2023,Romania,Unhealthy for Sensitive Groups,104
8/3/2023,Russia,Moderate,79
8/3/2023,San Marino,Good,45
8/3/2023,Serbia,Moderate,66
8/3/2023,Singapore,Good,48
8/3/2023,Slovakia,Good,31
8/3/2023,Slovenia,Good,36
8/3/2023,South Africa,Unhealthy for Sensitive Groups,141
8/3/2023,South Korea,Moderate,86
8/3/2023,Spain,Moderate,74
8/3/2023,Sri Lanka,Good,45
8/3/2023,Sweden,Good,32
8/3/2023,Switzerland,Good,26
8/3/2023,Taiwan,Moderate,65
8/3/2023,Tajikistan,Good,37
8/3/2023,Thailand,Moderate,86
8/3/2023,Togo,Unhealthy for Sensitive Groups,115
8/3/2023,Trinidad and Tobago,Good,17
8/3/2023,Turkey,Moderate,92
8/3/2023,Uganda,Unhealthy for Sensitive Groups,139
8/3/2023,Ukraine,Good,48
8/3/2023,United Arab Emirates,Moderate,53
8/3/2023,United Kingdom of Great Britain and Northern Ireland,Very Unhealthy,274
8/3/2023,United States of America,Hazardous,470
8/3/2023,Uzbekistan,Good,30
8/3/2023,Vatican,Good,47
8/3/2023,Venezuela,Good,8
8/3/2023,Vietnam,Moderate,79
8/3/2023,Zambia,Good,16
8/10/2023,Albania,Good,16
8/10/2023,Algeria,Good,13
8/10/2023,Andorra,Good,14
8/10/2023,Angola,Unhealthy,152
8/10/2023,Argentina,Good,12
8/10/2023,Armenia,Good,31
8/10/2023,Australia,Good,45
8/10/2023,Austria,Good,34
8/10/2023,Azerbaijan,Good,42
8/10/2023,Bahrain,Moderate,91
8/10/2023,Bangladesh,Unhealthy for Sensitive Groups,107
8/10/2023,Belarus,Good,11
8/10/2023,Belgium,Good,50
8/10/2023,Belize,Good,22
8/10/2023,Bermuda,Good,29
8/10/2023,Bolivia,Good,27
8/10/2023,Bosnia and Herzegovina,Good,48
8/10/2023,Brazil,Moderate,95
8/10/2023,Brunei,Good,15
8/10/2023,Bulgaria,Good,37
8/10/2023,Cambodia,Good,1
8/10/2023,Canada,Moderate,100
8/10/2023,Cape Verde,Good,9
8/10/2023,Cayman Islands,Good,10
8/10/2023,Chad,Moderate,63
8/10/2023,Chile,Unhealthy for Sensitive Groups,117
8/10/2023,China,Unhealthy for Sensitive Groups,148
8/10/2023,Colombia,Moderate,93
8/10/2023,Costa Rica,Good,13
8/10/2023,Croatia,Good,25
8/10/2023,Cyprus,Good,44
8/10/2023,Czech Republic,Moderate,65
8/10/2023,Denmark,Good,8
8/10/2023,Dominican Republic,Good,13
8/10/2023,Ecuador,Good,47
8/10/2023,Egypt,Moderate,69
8/10/2023,El Salvador,Good,39
8/10/2023,Estonia,Good,16
8/10/2023,Ethiopia,Unhealthy for Sensitive Groups,142
8/10/2023,Finland,Good,25
8/10/2023,France,Moderate,58
8/10/2023,French Guiana,Good,18
8/10/2023,Gabon,Unhealthy for Sensitive Groups,103
8/10/2023,Georgia,Good,29
8/10/2023,Germany,Unhealthy for Sensitive Groups,101
8/10/2023,Ghana,Good,37
8/10/2023,Gibraltar,Good,48
8/10/2023,Greece,Moderate,54
8/10/2023,Grenada,Good,6
8/10/2023,Guadeloupe,Good,12
8/10/2023,Guatemala,Moderate,64
8/10/2023,Honduras,Good,14
8/10/2023,Hong Kong,Moderate,64
8/10/2023,Hungary,Good,33
8/10/2023,Iceland,Good,7
8/10/2023,India,Unhealthy,159
8/10/2023,Indonesia,Unhealthy,153
8/10/2023,Iran,Unhealthy,158
8/10/2023,Iraq,Good,23
8/10/2023,Ireland,Good,16
8/10/2023,Israel,Moderate,64
8/10/2023,Italy,Moderate,60
8/10/2023,Ivory Coast,Good,22
8/10/2023,Japan,Moderate,73
8/10/2023,Jersey,Good,29
8/10/2023,Jordan,Good,32
8/10/2023,Kazakhstan,Moderate,67
8/10/2023,Kenya,Moderate,62
8/10/2023,Kosovo,Good,19
8/10/2023,Kuwait,Moderate,76
8/10/2023,Kyrgyzstan,Good,50
8/10/2023,Laos,Good,33
8/10/2023,Latvia,Good,11
8/10/2023,Lebanon,Good,24
8/10/2023,Liberia,Good,17
8/10/2023,Liechtenstein,Good,12
8/10/2023,Lithuania,Good,40
8/10/2023,Luxembourg,Good,35
8/10/2023,Macao,Moderate,57
8/10/2023,Macedonia,Good,42
8/10/2023,Madagascar,Good,49
8/10/2023,Malaysia,Moderate,65
8/10/2023,Malta,Good,30
8/10/2023,Martinique,Good,18
8/10/2023,Mexico,Unhealthy for Sensitive Groups,103
8/10/2023,Moldova,Good,9
8/10/2023,Monaco,Good,27
8/10/2023,Mongolia,Good,43
8/10/2023,Montenegro,Good,28
8/10/2023,Myanmar,Moderate,77
8/10/2023,Nepal,Moderate,57
8/10/2023,Netherlands,Moderate,74
8/10/2023,New Zealand,Good,31
8/10/2023,Nigeria,Good,34
8/10/2023,Norway,Good,21
8/10/2023,Pakistan,Moderate,54
8/10/2023,Palestinian Territory,Good,34
8/10/2023,Peru,Moderate,81
8/10/2023,Philippines,Moderate,53
8/10/2023,Poland,Moderate,94
8/10/2023,Portugal,Good,30
8/10/2023,Puerto Rico,Good,5
8/10/2023,Qatar,Moderate,60
8/10/2023,Reunion,Good,13
8/10/2023,Romania,Moderate,54
8/10/2023,Russia,Unhealthy for Sensitive Groups,117
8/10/2023,San Marino,Good,40
8/10/2023,Serbia,Good,46
8/10/2023,Singapore,Moderate,68
8/10/2023,Slovakia,Good,27
8/10/2023,Slovenia,Good,21
8/10/2023,South Africa,Unhealthy,172
8/10/2023,South Korea,Moderate,65
8/10/2023,Spain,Moderate,89
8/10/2023,Sri Lanka,Good,37
8/10/2023,Sweden,Good,17
8/10/2023,Switzerland,Good,25
8/10/2023,Taiwan,Moderate,68
8/10/2023,Tajikistan,Moderate,53
8/10/2023,Thailand,Moderate,78
8/10/2023,Togo,Moderate,96
8/10/2023,Trinidad and Tobago,Good,8
8/10/2023,Turkey,Moderate,84
8/10/2023,Turkmenistan,Moderate,68
8/10/2023,Uganda,Good,1
8/10/2023,Ukraine,Moderate,55
8/10/2023,United Arab Emirates,Moderate,86
8/10/2023,United Kingdom of Great Britain and Northern Ireland,Moderate,68
8/10/2023,United States of America,Unhealthy,169
8/10/2023,Uzbekistan,Good,48
8/10/2023,Vatican,Good,37
8/10/2023,Venezuela,Good,4
8/10/2023,Vietnam,Unhealthy for Sensitive Groups,107
8/10/2023,Zambia,Moderate,99
8/10/2023,Albania,Good,18
8/10/2023,Algeria,Moderate,99
8/10/2023,Andorra,Good,16
8/10/2023,Angola,Unhealthy for Sensitive Groups,128
8/10/2023,Argentina,Good,20
8/10/2023,Armenia,Good,26
8/10/2023,Australia,Moderate,92
8/10/2023,Austria,Good,25
8/10/2023,Azerbaijan,Good,48
8/10/2023,Bahrain,Unhealthy for Sensitive Groups,127
8/10/2023,Bangladesh,Unhealthy for Sensitive Groups,126
8/10/2023,Belarus,Good,7
8/10/2023,Belgium,Very Unhealthy,225
8/10/2023,Belize,Good,21
8/10/2023,Bermuda,Good,18
8/10/2023,Bolivia,Good,42
8/10/2023,Bosnia and Herzegovina,Moderate,55
8/10/2023,Brazil,Moderate,82
8/10/2023,Brunei,Good,15
8/10/2023,Bulgaria,Moderate,60
8/10/2023,Burkina Faso,Good,44
8/10/2023,Cambodia,Good,18
8/10/2023,Canada,Unhealthy for Sensitive Groups,113
8/10/2023,Cape Verde,Good,25
8/10/2023,Chad,Good,25
8/10/2023,Chile,Moderate,92
8/10/2023,China,Unhealthy,155
8/10/2023,Colombia,Unhealthy for Sensitive Groups,105
8/10/2023,Costa Rica,Good,6
8/10/2023,Croatia,Good,27
8/10/2023,Cyprus,Good,49
8/10/2023,Czech Republic,Good,48
8/10/2023,Denmark,Good,3
8/10/2023,Dominican Republic,Good,16
8/10/2023,Ecuador,Moderate,93
8/10/2023,Egypt,Moderate,52
8/10/2023,El Salvador,Good,14
8/10/2023,Estonia,Good,25
8/10/2023,Ethiopia,Unhealthy,174
8/10/2023,Finland,Good,28
8/10/2023,France,Moderate,78
8/10/2023,French Guiana,Good,22
8/10/2023,Gabon,Unhealthy for Sensitive Groups,106
8/10/2023,Georgia,Good,27
8/10/2023,Germany,Unhealthy for Sensitive Groups,145
8/10/2023,Ghana,Good,30
8/10/2023,Gibraltar,Moderate,60
8/10/2023,Greece,Moderate,54
8/10/2023,Grenada,Good,23
8/10/2023,Guadeloupe,Good,19
8/10/2023,Guatemala,Moderate,57
8/10/2023,Honduras,Good,29
8/10/2023,Hong Kong,Moderate,84
8/10/2023,Hungary,Good,17
8/10/2023,Iceland,Good,7
8/10/2023,India,Unhealthy,163
8/10/2023,Indonesia,Unhealthy for Sensitive Groups,146
8/10/2023,Iran,Unhealthy,158
8/10/2023,Iraq,Good,27
8/10/2023,Ireland,Good,27
8/10/2023,Israel,Moderate,62
8/10/2023,Italy,Moderate,65
8/10/2023,Ivory Coast,Good,37
8/10/2023,Japan,Moderate,70
8/10/2023,Jersey,Good,21
8/10/2023,Jordan,Good,32
8/10/2023,Kazakhstan,Moderate,81
8/10/2023,Kenya,Good,49
8/10/2023,Kosovo,Good,19
8/10/2023,Kuwait,Moderate,73
8/10/2023,Kyrgyzstan,Unhealthy,191
8/10/2023,Laos,Moderate,72
8/10/2023,Latvia,Good,9
8/10/2023,Lebanon,Good,18
8/10/2023,Liechtenstein,Good,35
8/10/2023,Lithuania,Good,19
8/10/2023,Luxembourg,Good,38
8/10/2023,Macao,Moderate,53
8/10/2023,Macedonia,Good,29
8/10/2023,Madagascar,Good,35
8/10/2023,Malaysia,Moderate,66
8/10/2023,Malta,Good,35
8/10/2023,Martinique,Unhealthy for Sensitive Groups,111
8/10/2023,Mexico,Very Unhealthy,211
8/10/2023,Moldova,Good,3
8/10/2023,Monaco,Good,23
8/10/2023,Mongolia,Good,41
8/10/2023,Montenegro,Good,36
8/10/2023,Myanmar,Good,44
8/10/2023,Nepal,Moderate,78
8/10/2023,Netherlands,Hazardous,406
8/10/2023,New Zealand,Moderate,64
8/10/2023,Nigeria,Good,33
8/10/2023,Norway,Good,22
8/10/2023,Pakistan,Moderate,51
8/10/2023,Palestinian Territory,Good,37
8/10/2023,Peru,Moderate,87
8/10/2023,Philippines,Moderate,90
8/10/2023,Poland,Moderate,53
8/10/2023,Portugal,Good,23
8/10/2023,Puerto Rico,Good,2
8/10/2023,Qatar,Moderate,76
8/10/2023,Reunion,Good,22
8/10/2023,Romania,Moderate,66
8/10/2023,Russia,Moderate,57
8/10/2023,San Marino,Moderate,56
8/10/2023,Serbia,Good,49
8/10/2023,Singapore,Moderate,84
8/10/2023,Slovakia,Good,35
8/10/2023,Slovenia,Good,28
8/10/2023,South Africa,Unhealthy,158
8/10/2023,South Korea,Moderate,53
8/10/2023,Spain,Moderate,97
8/10/2023,Sri Lanka,Moderate,53
8/10/2023,Sweden,Good,21
8/10/2023,Switzerland,Good,46
8/10/2023,Taiwan,Moderate,55
8/10/2023,Tajikistan,Good,39
8/10/2023,Thailand,Unhealthy for Sensitive Groups,109
8/10/2023,Togo,Very Unhealthy,286
8/10/2023,Trinidad and Tobago,Good,21
8/10/2023,Turkey,Unhealthy for Sensitive Groups,103
8/10/2023,Turkmenistan,Moderate,86
8/10/2023,Uganda,Good,7
8/10/2023,Ukraine,Good,39
8/10/2023,United Arab Emirates,Unhealthy,151
8/10/2023,United Kingdom of Great Britain and Northern Ireland,Very Unhealthy,210
8/10/2023,United States of America,Hazardous,474
8/10/2023,Uzbekistan,Good,28
8/10/2023,Vatican,Good,34
8/10/2023,Venezuela,Good,26
8/10/2023,Vietnam,Unhealthy for Sensitive Groups,142
8/10/2023,Zambia,Moderate,79
6/6/2024,Albania,Good,17
6/6/2024,Algeria,Good,46
6/6/2024,Andorra,Moderate,51
6/6/2024,Argentina,Moderate,52
6/6/2024,Armenia,Good,26
6/6/2024,Australia,Good,47
6/6/2024,Austria,Good,37
6/6/2024,Azerbaijan,Good,49
6/6/2024,Bahrain,Moderate,85
6/6/2024,Bangladesh,Unhealthy for Sensitive Groups,127
6/6/2024,Belarus,Good,28
6/6/2024,Belgium,Moderate,71
6/6/2024,Belize,Unhealthy for Sensitive Groups,113
6/6/2024,Bermuda,Good,11
6/6/2024,Bolivia,Good,49
6/6/2024,Bosnia and Herzegovina,Good,28
6/6/2024,Brazil,Unhealthy for Sensitive Groups,122
6/6/2024,Brunei,Good,11
6/6/2024,Bulgaria,Good,22
6/6/2024,Burkina Faso,Good,2
6/6/2024,Cambodia,Good,21
6/6/2024,Canada,Moderate,80
6/6/2024,Cape Verde,Very Unhealthy,266
6/6/2024,Cayman Islands,Good,16
6/6/2024,Chad,Unhealthy for Sensitive Groups,122
6/6/2024,Chile,Unhealthy,157
6/6/2024,China,Unhealthy for Sensitive Groups,135
6/6/2024,Colombia,Moderate,71
6/6/2024,Costa Rica,Good,14
6/6/2024,Croatia,Good,46
6/6/2024,Cyprus,Moderate,60
6/6/2024,Czech Republic,Moderate,65
6/6/2024,Denmark,Good,23
6/6/2024,Dominican Republic,Good,13
6/6/2024,Ecuador,Good,23
6/6/2024,Egypt,Unhealthy,170
6/6/2024,El Salvador,Moderate,66
6/6/2024,Estonia,Good,24
6/6/2024,Ethiopia,Unhealthy for Sensitive Groups,149
6/6/2024,Finland,Good,30
6/6/2024,France,Moderate,68
6/6/2024,French Guiana,Good,9
6/6/2024,Georgia,Moderate,61
6/6/2024,Germany,Hazardous,343
6/6/2024,Ghana,Moderate,65
6/6/2024,Gibraltar,Good,24
6/6/2024,Greece,Moderate,58
6/6/2024,Grenada,Good,27
6/6/2024,Guadeloupe,Good,33
6/6/2024,Guatemala,Unhealthy for Sensitive Groups,130
6/6/2024,Honduras,Moderate,87
6/6/2024,Hong Kong,Moderate,58
6/6/2024,Hungary,Moderate,61
6/6/2024,Iceland,Good,20
6/6/2024,India,Hazardous,496
6/6/2024,Indonesia,Unhealthy for Sensitive Groups,131
6/6/2024,Iran,Unhealthy for Sensitive Groups,108
6/6/2024,Iraq,Moderate,93
6/6/2024,Ireland,Good,37
6/6/2024,Israel,Moderate,81
6/6/2024,Italy,Moderate,62
6/6/2024,Ivory Coast,Good,34
6/6/2024,Japan,Moderate,86
6/6/2024,Jersey,Good,21
6/6/2024,Jordan,Good,39
6/6/2024,Kazakhstan,Good,43
6/6/2024,Kenya,Unhealthy for Sensitive Groups,146
6/6/2024,Kosovo,Good,21
6/6/2024,Kuwait,Unhealthy for Sensitive Groups,112
6/6/2024,Kyrgyzstan,Unhealthy for Sensitive Groups,142
6/6/2024,Laos,Good,23
6/6/2024,Latvia,Good,29
6/6/2024,Liberia,Good,38
6/6/2024,Liechtenstein,Good,10
6/6/2024,Lithuania,Good,45
6/6/2024,Luxembourg,Good,30
6/6/2024,Macao,Moderate,80
6/6/2024,Macedonia,Good,37
6/6/2024,Madagascar,Unhealthy for Sensitive Groups,142
6/6/2024,Malaysia,Moderate,73
6/6/2024,Malta,Good,43
6/6/2024,Martinique,Moderate,51
6/6/2024,Mexico,Unhealthy for Sensitive Groups,147
6/6/2024,Moldova,Good,2
6/6/2024,Monaco,Good,33
6/6/2024,Mongolia,Good,45
6/6/2024,Montenegro,Good,10
6/6/2024,Myanmar,Good,40
6/6/2024,Nepal,Moderate,62
6/6/2024,Netherlands,Very Unhealthy,235
6/6/2024,New Caledonia,Good,11
6/6/2024,New Zealand,Moderate,92
6/6/2024,Nigeria,Good,29
6/6/2024,Norway,Good,23
6/6/2024,Pakistan,Moderate,69
6/6/2024,Palestinian Territory,Unhealthy for Sensitive Groups,108
6/6/2024,Peru,Unhealthy for Sensitive Groups,118
6/6/2024,Philippines,Moderate,78
6/6/2024,Poland,Moderate,57
6/6/2024,Portugal,Good,40
6/6/2024,Puerto Rico,Good,11
6/6/2024,Reunion,Good,20
6/6/2024,Romania,Good,30
6/6/2024,Russia,Moderate,55
6/6/2024,San Marino,Good,48
6/6/2024,Senegal,Moderate,68
6/6/2024,Serbia,Good,44
6/6/2024,Singapore,Good,27
6/6/2024,Slovakia,Moderate,60
6/6/2024,Slovenia,Good,40
6/6/2024,South Africa,Unhealthy for Sensitive Groups,120
6/6/2024,South Korea,Unhealthy for Sensitive Groups,110
6/6/2024,Spain,Moderate,95
6/6/2024,Sri Lanka,Good,35
6/6/2024,Sweden,Good,32
6/6/2024,Switzerland,Good,34
6/6/2024,Taiwan,Moderate,62
6/6/2024,Tajikistan,Moderate,61
6/6/2024,Thailand,Moderate,77
6/6/2024,Togo,Good,50
6/6/2024,Trinidad and Tobago,Good,32
6/6/2024,Turkey,Moderate,96
6/6/2024,Turkmenistan,Good,45
6/6/2024,Uganda,Unhealthy for Sensitive Groups,136
6/6/2024,Ukraine,Good,38
6/6/2024,United Arab Emirates,Unhealthy for Sensitive Groups,117
6/6/2024,United Kingdom of Great Britain and Northern Ireland,Moderate,98
6/6/2024,United States of America,Very Unhealthy,205
6/6/2024,Uzbekistan,Good,21
6/6/2024,Vatican,Good,25
6/6/2024,Venezuela,Good,10
6/6/2024,Vietnam,Moderate,63
6/6/2024,Zambia,Unhealthy for Sensitive Groups,140
6/6/2024,Albania,Good,17
6/6/2024,Algeria,Good,46
6/6/2024,Andorra,Moderate,51
6/6/2024,Argentina,Moderate,52
6/6/2024,Armenia,Good,26
6/6/2024,Australia,Good,47
6/6/2024,Austria,Good,37
6/6/2024,Azerbaijan,Good,49
6/6/2024,Bahrain,Moderate,85
6/6/2024,Bangladesh,Unhealthy for Sensitive Groups,127
6/6/2024,Belarus,Good,28
6/6/2024,Belgium,Moderate,71
6/6/2024,Belize,Unhealthy for Sensitive Groups,113
6/6/2024,Bermuda,Good,11
6/6/2024,Bolivia,Good,49
6/6/2024,Bosnia and Herzegovina,Good,28
6/6/2024,Brazil,Unhealthy for Sensitive Groups,122
6/6/2024,Brunei,Good,11
6/6/2024,Bulgaria,Good,22
6/6/2024,Burkina Faso,Good,2
6/6/2024,Cambodia,Good,21
6/6/2024,Canada,Moderate,80
6/6/2024,Cape Verde,Very Unhealthy,266
6/6/2024,Cayman Islands,Good,16
6/6/2024,Chad,Unhealthy for Sensitive Groups,122
6/6/2024,Chile,Unhealthy,157
6/6/2024,China,Unhealthy for Sensitive Groups,135
6/6/2024,Colombia,Moderate,71
6/6/2024,Costa Rica,Good,14
6/6/2024,Croatia,Good,46
6/6/2024,Cyprus,Moderate,60
6/6/2024,Czech Republic,Moderate,65
6/6/2024,Denmark,Good,23
6/6/2024,Dominican Republic,Good,13
6/6/2024,Ecuador,Good,23
6/6/2024,Egypt,Unhealthy,169
6/6/2024,El Salvador,Moderate,66
6/6/2024,Estonia,Good,24
6/6/2024,Ethiopia,Unhealthy for Sensitive Groups,149
6/6/2024,Finland,Good,30
6/6/2024,France,Moderate,68
6/6/2024,French Guiana,Good,9
6/6/2024,Georgia,Moderate,61
6/6/2024,Germany,Hazardous,343
6/6/2024,Ghana,Moderate,65
6/6/2024,Gibraltar,Good,24
6/6/2024,Greece,Moderate,58
6/6/2024,Grenada,Good,27
6/6/2024,Guadeloupe,Good,33
6/6/2024,Guatemala,Unhealthy for Sensitive Groups,130
6/6/2024,Honduras,Moderate,87
6/6/2024,Hong Kong,Moderate,58
6/6/2024,Hungary,Moderate,61
6/6/2024,Iceland,Good,20
6/6/2024,India,Hazardous,496
6/6/2024,Indonesia,Unhealthy for Sensitive Groups,131
6/6/2024,Iran,Unhealthy for Sensitive Groups,108
6/6/2024,Iraq,Moderate,93
6/6/2024,Ireland,Good,37
6/6/2024,Israel,Moderate,81
6/6/2024,Italy,Moderate,62
6/6/2024,Ivory Coast,Good,34
6/6/2024,Japan,Moderate,86
6/6/2024,Jersey,Good,21
6/6/2024,Jordan,Good,39
6/6/2024,Kazakhstan,Good,43
